PERIOD_START_TIME,PLMN name,RNC name,RRC Connection setup SR,Call Setup Success Rate CS -Speech,HSDPA Accessibility,HSUPA Accessibility,CSSR for PS,Soft Handover Success Rate CS and PS,IRAT HO Success Rate CS,3G Traffic CS - Speech,PS HSUPA Volume,PS HSDPA Volume,AVG Nbr of HSDPA Users,AVG Nbr of HSUPA Users,CS drop rate,PS Global RAB Drop Rate,PS HSDPA RAB Drop Rate,PS HSUPA RAB Drop Rate,PS HSDPA Throughput,PS HSUPA Throughput,PS R99 Setup SR User,PS R99 Drop Rate User,PS R99 DL Data Volume,PS R99 UL Data Volume,Packet Loss,RRC Drop rate
2/25/18 20:00,PLMN,N107,99.9871,99.7888,99.5549,99.6556,99.014,99.9328,98.4431,1296.5389,138.4745,692.242,3.1844,3.9203,0.3922,1.2001,0.7086,0.6293,3965.54,284.4678,97.5976,3.6725,0.1673,0.0832,0.3076,0.59
2/25/18 20:00,PLMN,N108,99.9995,99.7983,99.6769,99.7628,98.8238,99.9544,98.2919,849.994,136.0926,813.7437,5.1067,6.328,0.4501,0.9979,0.6092,0.5419,4184.4242,405.6236,99.5652,3.9709,0.1327,0.0715,4.7275,0.47
2/25/18 20:00,PLMN,N109,99.9972,99.7186,99.6436,99.6655,98.7224,99.9506,100,890.2715,146.3554,909.6281,7.1324,8.7108,0.2774,1.2853,0.4014,0.4196,4063.4829,478.1101,100,2.9691,0.1587,0.0988,1.1879,0.55
2/25/18 20:00,PLMN,N110,99.952,99.7568,99.5511,99.6351,99.0921,99.9328,98.1238,768.7578,126.0262,797.8652,5.6272,6.8857,0.4094,1.2588,0.6546,0.5564,4290.3766,361.6028,100,2.0807,0.5299,0.4447,7.6168,0.58
2/25/18 20:00,PLMN,N112,100,99.837,99.7445,99.7987,99.0765,99.969,98.1343,581.021,128.3566,722.5658,6.1115,7.5234,0.3901,0.9778,0.4995,0.476,4197.9839,461.8112,99.4792,1.9858,0.0944,0.0681,0.687,0.51
2/25/18 20:00,PLMN,N114,99.9991,99.6166,99.5923,99.7136,98.9281,99.9677,96.0422,861.1938,123.4274,743.0892,6.5537,7.903,0.4604,1.1433,0.7687,0.655,4067.5654,397.0268,99.3506,3.9118,0.0546,0.0265,4.9326,0.5
2/25/18 20:00,PLMN,N115,99.9996,99.8651,99.8199,99.8656,99.3696,99.9768,98.4536,1584.1398,145.576,809.8681,2.2998,2.889,0.2778,0.455,0.432,0.377,4280.7246,274.252,100,3.4321,0.1671,0.0826,1.4733,0.26
2/25/18 20:00,PLMN,N116,99.9804,98.695,98.9444,99.1111,98.6848,99.9033,96.47,791.8713,182.6431,941.0391,6.5364,7.848,0.5121,2.0023,1.139,1.1227,3999.7439,482.877,98.5577,3.268,0.2431,0.144,2.2983,0.99
2/25/18 20:00,PLMN,N117,100,99.8649,99.8102,99.8535,98.9391,99.9695,96.9231,1047.9351,144.7465,744.0728,3.1529,3.9206,0.3421,0.6516,0.4321,0.3954,4400.0548,332.429,100,3.8763,0.0824,0.0409,0.201,0.33
2/25/18 20:00,PLMN,N118,99.9991,99.7679,99.6705,99.7558,98.9898,99.968,98.6885,1195.0451,214.6377,1067.8358,6.1633,7.4851,0.448,1.2152,0.6325,0.5477,3741.6922,395.1735,100,2.9737,0.1442,0.0979,0.6727,0.57
